"USER_ID","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
5454,"$100,001 - $150,000","Male","Single (no kids)","Current K-12","Yes","No","Yes","Idealist","No","No","Odd hours"
5473,"","Male","","Current K-12","No","","","","","Yes","Standard hours"
5475,"$50,000 - $74,999","Male","Single (w/kids)","Bachelor's Degree","","","","","","",""
5479,"$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","","","No","","","No",""
5481,"","Male","","Current K-12","No","No","No","Idealist","No","Yes","Standard hours"
5488,"$75,000 - $100,000","Female","Single (no kids)","Current K-12","No","","Yes","","Yes","",""
5514,"$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","","No","Yes","","Yes","Yes","Odd hours"
5515,"$50,000 - $74,999","Female","Married (no kids)","Associate's Degree","","","","","Yes","",""
5518,"","Male","Single (no kids)","High School Diploma","No","No","No","Idealist","No","Yes","Standard hours"
5532,"","Male","","","No","No","","","","",""
5533,"$100,001 - $150,000","Female","Married (w/kids)","High School Diploma","Yes","No","Yes","Idealist","Yes","Yes","Standard hours"
5534,"$50,000 - $74,999","Female","Single (no kids)","Associate's Degree","Yes","No","No","Pragmatist","Yes","Yes","Odd hours"
5542,"over $150,000","Male","Married (no kids)","Master's Degree","Yes","No","Yes","Pragmatist","No","No","Standard hours"
5547,"","Male","Single (no kids)","","No","","","","","",""
5550,"$100,001 - $150,000","Female","Domestic Partners (no kids)","Master's Degree","No","Yes","Yes","Idealist","","No","Standard hours"
5558,"","Male","","Current K-12","No","No","No","Pragmatist","Yes","No","Standard hours"
5559,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","","","No","No",""
5560,"$50,000 - $74,999","Female","Married (w/kids)","High School Diploma","No","No","Yes","Pragmatist","No","Yes","Standard hours"
5571,"$75,000 - $100,000","Male","Married (no kids)","Master's Degree","","","","","","",""
5573,"","Female","","Current K-12","","","","","","No","Standard hours"
5574,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Idealist","","","Standard hours"
5576,"$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","","","Yes","Idealist","No","No","Standard hours"
5577,"over $150,000","Male","Single (no kids)","Doctoral Degree","","","","Pragmatist","Yes","No","Odd hours"
5581,"$75,000 - $100,000","Male","","Current K-12","","","","","","",""
5585,"over $150,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Idealist","No","Yes","Odd hours"
5589,"","Male","Single (no kids)","Current Undergraduate","Yes","","Yes","Pragmatist","Yes","","Odd hours"
5592,"under $25,000","Male","Single (no kids)","Current K-12","No","Yes","Yes","Idealist","No","No","Standard hours"
5599,"","Male","Single (no kids)","High School Diploma","No","","Yes","","No","Yes",""
5607,"under $25,000","Male","","Bachelor's Degree","","","No","","No","",""
5608,"","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Idealist","No","",""
5617,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","No","Yes","Standard hours"
5622,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","No","","","Yes","Odd hours"
5625,"","Male","Single (no kids)","Associate's Degree","","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
5626,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","","No","Standard hours"
5636,"$75,000 - $100,000","Male","Married (no kids)","Master's Degree","","No","No","Pragmatist","No","No","Standard hours"
5643,"$75,000 - $100,000","Female","Single (no kids)","Master's Degree","Yes","","","","","",""
5645,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","No","Standard hours"
5648,"over $150,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
5649,"under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","Yes","Standard hours"
5661,"$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","No","Yes","Idealist","No","Yes","Odd hours"
5662,"under $25,000","Female","Single (no kids)","Current K-12","No","","Yes","","","Yes","Standard hours"
5674,"under $25,000","Female","Single (no kids)","Current K-12","No","No","Yes","Pragmatist","No","No","Standard hours"
5679,"$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","","","","","Yes","",""
5687,"","Female","","Current K-12","","","","","","",""
5689,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","","","","No","Yes",""
5690,"under $25,000","Male","Married (no kids)","High School Diploma","No","Yes","No","","","",""
5699,"$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","No","No","","Pragmatist","No","Yes","Standard hours"
5707,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","No","Odd hours"
5712,"","Female","","","No","No","No","Pragmatist","No","No","Odd hours"
5713,"","","","","","","","Idealist","","",""
5717,"over $150,000","Male","Married (no kids)","Bachelor's Degree","","","","","No","",""
5725,"under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","",""
5731,"","Male","Single (no kids)","High School Diploma","","","","Idealist","","Yes","Odd hours"
5732,"","Female","Single (no kids)","Current Undergraduate","No","No","No","Idealist","Yes","Yes","Odd hours"
5743,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","","","","",""
5745,"","","Single (no kids)","","No","","","Idealist","","No","Odd hours"
5747,"$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","Yes","","No","","Yes","",""
5748,"$25,001 - $50,000","Female","Married (no kids)","Current Undergraduate","Yes","","","","No","",""
5750,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","","No","No","Pragmatist","Yes","",""
5751,"$25,001 - $50,000","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","No","Standard hours"
5768,"$75,000 - $100,000","Male","Single (no kids)","Bachelor's Degree","","Yes","Yes","","","",""
5773,"$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","Yes","No","","No","","Standard hours"
5779,"","Male","Single (no kids)","High School Diploma","","","No","","Yes","",""
5781,"over $150,000","Female","Married (w/kids)","Current K-12","Yes","Yes","No","Pragmatist","No","No","Odd hours"
5790,"under $25,000","Female","Single (no kids)","Current K-12","","","","","Yes","",""
5791,"over $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Idealist","No","Yes","Standard hours"
5798,"$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","","","","Pragmatist","Yes","",""
5803,"","Male","Single (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","Yes","No","Odd hours"
5806,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","Yes","Odd hours"
5807,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","","Yes","","","",""
5808,"over $150,000","Female","Married (w/kids)","Master's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
5810,"","Male","Single (no kids)","Current Undergraduate","","","","","Yes","Yes","Odd hours"
5824,"$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","","","Yes","","No","No","Standard hours"
5834,"$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","","","","","","",""
5843,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","Yes","No","Idealist","Yes","No","Odd hours"
5844,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","","","Idealist","","","Standard hours"
5847,"$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","","Yes","Yes","Idealist","","Yes","Odd hours"
5852,"","Female","Single (no kids)","Current K-12","","No","Yes","","","",""
5861,"$100,001 - $150,000","Male","","Current K-12","No","No","No","Pragmatist","Yes","No","Standard hours"
5866,"under $25,000","Male","Single (no kids)","Current K-12","","","Yes","","","",""
5868,"","Male","Married (no kids)","Current Undergraduate","No","","","","","",""
5877,"$75,000 - $100,000","Male","Single (w/kids)","High School Diploma","","No","","","No","",""
5880,"$75,000 - $100,000","Female","Married (no kids)","Master's Degree","","","","","No","",""
5883,"","Female","Single (no kids)","","","","Yes","","","No",""
5884,"over $150,000","Male","Married (w/kids)","Master's Degree","","No","Yes","","","",""
5903,"","Female","Single (no kids)","Current Undergraduate","","","","","","",""
5911,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
5912,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Odd hours"
5917,"$75,000 - $100,000","Female","Married (no kids)","Master's Degree","No","Yes","Yes","Pragmatist","No","Yes","Odd hours"
5924,"under $25,000","Male","Domestic Partners (no kids)","Current K-12","No","","","","Yes","",""
5933,"","Male","Single (no kids)","","","","Yes","","","",""
5934,"$50,000 - $74,999","Male","Married (no kids)","High School Diploma","","","","Idealist","No","No",""
5941,"","Female","Single (no kids)","Current K-12","","","","","","",""
5948,"","Male","Single (no kids)","Current K-12","","","","","","","Standard hours"
5955,"$75,000 - $100,000","Male","Single (no kids)","High School Diploma","","","","","No","",""
5958,"under $25,000","Male","Single (no kids)","Current K-12","Yes","No","","","","",""
5960,"over $150,000","Male","Single (no kids)","High School Diploma","","","","","No","",""
5963,"$50,000 - $74,999","Male","Domestic Partners (no kids)","Current Undergraduate","No","No","No","Pragmatist","Yes","No","Standard hours"
5965,"","Male","","Current K-12","No","No","No","","No","Yes",""
5970,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
5972,"$75,000 - $100,000","Female","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Idealist","No","Yes","Standard hours"
5974,"","Female","Single (no kids)","Current Undergraduate","No","No","","Pragmatist","","",""
5976,"$100,001 - $150,000","Male","Married (no kids)","High School Diploma","","","","","","",""
5980,"$75,000 - $100,000","Male","Domestic Partners (w/kids)","High School Diploma","No","No","No","Idealist","No","Yes","Standard hours"
5983,"$25,001 - $50,000","Female","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Standard hours"
5986,"over $150,000","Male","Married (w/kids)","Current K-12","","No","No","","","",""
5990,"$50,000 - $74,999","Male","","Current K-12","","","Yes","","","Yes","Standard hours"
6000,"$25,001 - $50,000","Male","Single (no kids)","Master's Degree","","","","","","",""
6006,"$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","","","","Pragmatist","","",""
6016,"$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
6018,"$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","","","","Idealist","","",""
6020,"","Male","","","No","Yes","No","Idealist","","No","Odd hours"
6023,"$75,000 - $100,000","Female","Single (no kids)","Master's Degree","","","","","","",""
6024,"over $150,000","Male","Married (w/kids)","Doctoral Degree","","","","","","",""
6026,"","Female","","Current K-12","No","No","Yes","","","Yes",""
6028,"under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6033,"$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","Yes","","No","","","",""
6035,"","Female","Married (w/kids)","Bachelor's Degree","","","No","","","","Standard hours"
6041,"under $25,000","Male","Single (no kids)","Current K-12","","No","No","","","No","Standard hours"
6054,"","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","","Yes","Standard hours"
6057,"$25,001 - $50,000","Female","Married (no kids)","Bachelor's Degree","","No","No","Pragmatist","","Yes",""
6059,"under $25,000","Male","Single (no kids)","Current Undergraduate","","","","Idealist","","Yes","Standard hours"
6060,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
6064,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","Yes","Yes","","","",""
6067,"$100,001 - $150,000","Female","","Current K-12","No","","No","","","Yes","Standard hours"
6071,"$50,000 - $74,999","Female","Single (no kids)","Associate's Degree","","","","","","",""
6074,"","Male","","Current K-12","No","","","","","",""
6075,"","Male","Single (no kids)","Current K-12","No","","","","","",""
6077,"","","","","","","","","","",""
6087,"$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","","","","","",""
6094,"under $25,000","","Single (no kids)","Associate's Degree","No","No","","Pragmatist","","",""
6104,"over $150,000","Male","Single (no kids)","Current K-12","No","","Yes","Pragmatist","","Yes","Standard hours"
6106,"under $25,000","Male","Single (no kids)","Current K-12","","","No","Idealist","","No","Standard hours"
6113,"over $150,000","Male","Married (w/kids)","Doctoral Degree","No","No","No","Pragmatist","","",""
6115,"under $25,000","Female","Single (no kids)","Bachelor's Degree","No","Yes","No","Idealist","","No","Odd hours"
6116,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6120,"$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","Yes","Yes","No","Idealist","","","Standard hours"
6127,"under $25,000","Male","Single (no kids)","Current K-12","No","Yes","No","","","",""
6143,"under $25,000","Female","Single (no kids)","Current K-12","","No","No","Pragmatist","","Yes","Standard hours"
6150,"","Female","Married (w/kids)","","No","","","","","",""
6155,"$50,000 - $74,999","Male","Single (no kids)","High School Diploma","","","No","","","",""
6163,"","Female","Single (no kids)","Associate's Degree","No","","","","","",""
6167,"$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","","Yes","Odd hours"
6169,"","Female","Single (no kids)","Master's Degree","","","","","","",""
6173,"","Female","Single (no kids)","Associate's Degree","No","","","","","",""
6174,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","No","","","","",""
6185,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","","No","","","","",""
6188,"$100,001 - $150,000","Male","Married (w/kids)","Doctoral Degree","No","No","Yes","","","",""
6191,"under $25,000","Female","Single (no kids)","Current Undergraduate","No","","","","","",""
6192,"","Female","Single (no kids)","Current Undergraduate","Yes","","","","","",""
6195,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6201,"","Female","","","","","","","","",""
6208,"$25,001 - $50,000","Female","Single (w/kids)","Associate's Degree","Yes","No","","","","Yes","Standard hours"
6213,"over $150,000","Female","Single (no kids)","Current K-12","No","","","","","",""
6215,"$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","","","","","",""
6222,"under $25,000","Female","Single (no kids)","Bachelor's Degree","Yes","","No","Pragmatist","","Yes","Standard hours"
6228,"","Female","Single (no kids)","Current K-12","","","","","","",""
6231,"$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","No","","","","","",""
6233,"","Female","Married (w/kids)","Bachelor's Degree","","Yes","","","","",""
6235,"$100,001 - $150,000","Male","Married (no kids)","Associate's Degree","No","No","Yes","Pragmatist","","","Standard hours"
6244,"","Male","Domestic Partners (w/kids)","Associate's Degree","Yes","","","","","",""
6251,"","Female","Single (no kids)","Current K-12","","","","","","",""
6259,"$50,000 - $74,999","Male","Single (no kids)","Doctoral Degree","","No","No","","","Yes","Standard hours"
6262,"$100,001 - $150,000","Male","","Current K-12","No","","","","","",""
6263,"over $150,000","Male","Single (no kids)","Current K-12","","","","","","",""
6268,"under $25,000","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6272,"","Female","Single (no kids)","Current K-12","","","","","","",""
6278,"","Female","Single (no kids)","Current K-12","","","","","","",""
6285,"$100,001 - $150,000","Female","Married (no kids)","Bachelor's Degree","","Yes","No","","","",""
6287,"$75,000 - $100,000","","","Current K-12","","","Yes","","","","Standard hours"
6291,"over $150,000","Male","Single (no kids)","Doctoral Degree","","","","","","",""
6300,"","Female","","Bachelor's Degree","","","","","","",""
6302,"$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","","Yes","","Pragmatist","","No","Odd hours"
6305,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","No","","","",""
6316,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","","","Yes","","","",""
6337,"$25,001 - $50,000","Male","","Current K-12","","No","Yes","Idealist","","No","Odd hours"
6344,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","Yes","No","","","",""
6346,"$50,000 - $74,999","Male","Single (no kids)","High School Diploma","","No","","","","Yes","Standard hours"
6348,"under $25,000","","Single (no kids)","Current K-12","","Yes","No","","","",""
6356,"under $25,000","Female","Domestic Partners (no kids)","Bachelor's Degree","","","","","","",""
6360,"","Male","Single (no kids)","Current K-12","","","No","","","Yes",""
6369,"$75,000 - $100,000","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6375,"$75,000 - $100,000","Male","Married (w/kids)","Current Undergraduate","","Yes","Yes","","","",""
6383,"under $25,000","Male","Single (no kids)","Current Undergraduate","","Yes","No","Pragmatist","","No","Standard hours"
6389,"under $25,000","Female","Single (no kids)","Bachelor's Degree","","","No","","","",""
6393,"","Male","Single (w/kids)","","","","Yes","","","",""
6396,"","Male","Single (no kids)","Current K-12","","","No","Idealist","","",""
6404,"over $150,000","Male","Married (w/kids)","Associate's Degree","","","Yes","","","",""
6408,"over $150,000","Female","Married (w/kids)","Master's Degree","","","No","Pragmatist","","","Standard hours"
6410,"over $150,000","Male","","","","Yes","Yes","Idealist","","No","Standard hours"
6416,"under $25,000","Female","Single (no kids)","High School Diploma","","","No","","","",""
6425,"$100,001 - $150,000","Female","","","","","Yes","","","","Odd hours"
6428,"over $150,000","Male","Single (no kids)","Doctoral Degree","","","","","","Yes","Odd hours"
6431,"$75,000 - $100,000","Female","Married (w/kids)","Current Undergraduate","","","","","","",""
6436,"under $25,000","Male","Married (no kids)","Current Undergraduate","","","Yes","","","Yes","Odd hours"
6439,"","Male","","Associate's Degree","","","","","","No","Standard hours"
6442,"$25,001 - $50,000","Female","Single (w/kids)","Bachelor's Degree","","","","","","Yes","Odd hours"
6447,"$75,000 - $100,000","","Married (w/kids)","Associate's Degree","","","","","","Yes","Standard hours"
6449,"","Female","Single (no kids)","Current Undergraduate","","","No","","","","Odd hours"
6457,"","Male","Single (no kids)","Current K-12","","","No","","","Yes","Standard hours"
6468,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","","Idealist","","Yes","Standard hours"
6470,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","","","","","","No","Odd hours"
6474,"$75,000 - $100,000","Male","Married (w/kids)","Current Undergraduate","","","","Idealist","","Yes","Standard hours"
6480,"over $150,000","Female","","Current K-12","","","","","","","Standard hours"
6482,"","Male","","Current Undergraduate","","","","","","","Odd hours"
6487,"","Female","Single (no kids)","Current K-12","","","","Pragmatist","","",""
6489,"","Female","","Current K-12","","","","","","Yes","Standard hours"
6490,"$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","","","","","","Yes","Standard hours"
6521,"under $25,000","Female","Single (no kids)","Current K-12","","","","Pragmatist","","",""
6529,"","Male","Single (no kids)","","","","","Pragmatist","","",""
6534,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","Pragmatist","","",""
6540,"","Female","","Current K-12","","","","","","",""
6550,"","Female","Single (no kids)","Current K-12","","","","Idealist","","",""
6553,"","Male","","","","","","Idealist","","",""
6554,"","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6559,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6565,"","","","High School Diploma","","","","","","",""
6576,"","Female","","Current K-12","","","","","","",""
6577,"$100,001 - $150,000","Male","Single (no kids)","High School Diploma","","","","","","",""
6578,"","Female","Single (no kids)","Current K-12","","","","","","",""
6582,"","Female","","Current K-12","","","","Pragmatist","","",""
6583,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","","Pragmatist","","",""
6585,"","Male","Single (no kids)","Current K-12","","","","","","",""
6586,"under $25,000","Female","Married (no kids)","Associate's Degree","","","","","","",""
6589,"$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","","","Idealist","","",""
6595,"$25,001 - $50,000","Female","Domestic Partners (no kids)","Current Undergraduate","","","","Idealist","","",""
6602,"","Female","Married (no kids)","Current K-12","","","","","","",""
6606,"","Male","","Current K-12","","","","","","",""
6609,"under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6618,"$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","","","","Pragmatist","","",""
6623,"under $25,000","Male","Single (no kids)","Current K-12","","","","","","",""
6631,"over $150,000","Male","Married (w/kids)","Master's Degree","","","","Pragmatist","","",""
6633,"","Female","Single (no kids)","Current K-12","","","","Idealist","","",""
6634,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
6639,"","Male","Single (w/kids)","High School Diploma","","","","","","",""
6640,"over $150,000","Female","Single (no kids)","Current K-12","","","","","","",""
6645,"","Male","Married (w/kids)","Bachelor's Degree","","","","Idealist","","",""
6648,"$25,001 - $50,000","Male","Single (w/kids)","High School Diploma","","","","","","",""
6652,"over $150,000","Female","Married (w/kids)","High School Diploma","","","","","","",""
6655,"under $25,000","Male","Single (no kids)","Current K-12","","","","","","",""
6662,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6666,"","Female","Single (no kids)","Current K-12","","","","","","",""
6667,"","","Married (w/kids)","","","","","","","",""
6671,"over $150,000","Male","Single (no kids)","Current K-12","","","","","","",""
6677,"","Female","","Current K-12","","","","Idealist","","",""
6680,"","Male","","Current K-12","","","","","","",""
6682,"","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6686,"under $25,000","Female","Single (no kids)","Associate's Degree","","","","","","",""
6687,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","","","","","","",""
6692,"under $25,000","Male","Single (no kids)","Current Undergraduate","","","","Pragmatist","","",""
6695,"under $25,000","Male","Single (no kids)","Current K-12","","","","Pragmatist","","",""
6700,"under $25,000","Male","Single (no kids)","Current K-12","","","","","","",""
6701,"","Female","","Current K-12","","","","","","",""
6705,"","Female","Single (no kids)","Current K-12","","","","","","",""
6709,"$100,001 - $150,000","Male","Single (no kids)","Master's Degree","","","","Idealist","","",""
6723,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6724,"","Male","Single (no kids)","Current K-12","","","","","","",""
6728,"under $25,000","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6732,"under $25,000","Male","Single (no kids)","Associate's Degree","","","","Pragmatist","","",""
6757,"$25,001 - $50,000","Female","Single (no kids)","Current K-12","","","","","","",""
6760,"","Male","Single (no kids)","High School Diploma","","","","","","",""
6778,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
6781,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6785,"over $150,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6790,"","Male","","","","","","","","",""
6791,"$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","","","","","","",""
6795,"$25,001 - $50,000","Male","Single (w/kids)","Current K-12","","","","","","",""
6796,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6799,"","Male","Single (no kids)","Current K-12","","","","","","",""
6807,"$50,000 - $74,999","Male","Single (no kids)","High School Diploma","","","","","","",""
6811,"over $150,000","Female","Single (no kids)","Current K-12","","","","","","",""
6813,"","Female","","Current K-12","","","","","","",""
6814,"over $150,000","Female","Single (no kids)","High School Diploma","","","","","","",""
6816,"","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6817,"$100,001 - $150,000","Female","","","","","","","","",""
6825,"$25,001 - $50,000","Female","Domestic Partners (no kids)","High School Diploma","","","","","","",""
6830,"$50,000 - $74,999","Female","Domestic Partners (w/kids)","Bachelor's Degree","","","","","","",""
6837,"$75,000 - $100,000","Male","Married (no kids)","Master's Degree","","","","","","",""
6843,"$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","","","","","","",""
6844,"","Male","","Current K-12","","","","","","",""
6845,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6848,"","Male","Single (no kids)","Associate's Degree","","","","","","",""
6852,"","Male","","Current K-12","","","","","","",""
6859,"under $25,000","Male","Single (no kids)","Current K-12","","","","","","",""
6860,"","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6864,"$25,001 - $50,000","Female","","Current Undergraduate","","","","","","",""
6865,"$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","","","","","","",""
6867,"under $25,000","Female","Single (no kids)","Current K-12","","","","","","",""
6870,"under $25,000","Male","Single (no kids)","Current K-12","","","","","","",""
6871,"$75,000 - $100,000","Male","Single (no kids)","Master's Degree","","","","","","",""
6876,"$50,000 - $74,999","Female","Single (w/kids)","Master's Degree","","","","","","",""
6879,"","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6887,"","Female","Single (no kids)","Current K-12","","","","","","",""
6892,"$75,000 - $100,000","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
6895,"under $25,000","Female","Married (no kids)","Current Undergraduate","","","","","","",""
6898,"over $150,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
6904,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6914,"","Male","Single (no kids)","Associate's Degree","","","","","","",""
6919,"under $25,000","Female","Single (no kids)","Current K-12","","","","","","",""
6921,"","Female","Single (no kids)","Current K-12","","","","","","",""
6922,"$50,000 - $74,999","Male","Single (no kids)","Master's Degree","","","","","","",""
6928,"$50,000 - $74,999","Female","Domestic Partners (no kids)","Master's Degree","","","","","","",""
6930,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","","","","","","",""
6941,"$25,001 - $50,000","Male","Married (no kids)","Bachelor's Degree","","","","","","",""
6946,"","Male","","Current K-12","","","","","","",""
6947,"","Female","","","","","","","","",""
