"USER_ID","Party","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
305,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","","Yes","","","Yes","",""
306,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","Yes","No","No","Idealist","","","Standard hours"
307,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Idealist","Yes","No","Standard hours"
309,"Republican","","Female","Single (no kids)","Current Undergraduate","Yes","","","","","",""
311,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","No","","","No","Yes",""
312,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","No","No","No","Pragmatist","Yes","No","Standard hours"
313,"Republican","$75,000 - $100,000","Female","Married (w/kids)","","","No","No","","Yes","Yes","Odd hours"
314,"Republican","under $25,000","Male","Single (no kids)","Doctoral Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
315,"Republican","over $150,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","","Odd hours"
316,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","Yes","Yes","Yes","Idealist","Yes","Yes","Odd hours"
317,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Doctoral Degree","","Yes","Yes","Pragmatist","Yes","Yes",""
319,"Republican","$75,000 - $100,000","Female","Married (w/kids)","","No","No","No","Pragmatist","Yes","Yes","Odd hours"
320,"Republican","$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","Yes","Standard hours"
321,"Democrat","$25,001 - $50,000","Female","Married (no kids)","Bachelor's Degree","","","","","","","Standard hours"
322,"Republican","under $25,000","Male","Single (no kids)","High School Diploma","No","","","","No","",""
323,"Democrat","over $150,000","Male","Married (no kids)","Master's Degree","Yes","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
324,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
325,"Democrat","$25,001 - $50,000","Male","Single (no kids)","","Yes","No","No","Pragmatist","No","No","Standard hours"
326,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","No","Standard hours"
327,"Democrat","over $150,000","Male","Married (w/kids)","High School Diploma","No","","","","","",""
328,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","No","Yes","Pragmatist","No","Yes","Standard hours"
329,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Current K-12","","","No","","","Yes",""
330,"Republican","$75,000 - $100,000","Female","Married (w/kids)","Bachelor's Degree","Yes","","No","Pragmatist","Yes","No","Odd hours"
331,"Republican","$75,000 - $100,000","Female","Married (no kids)","Master's Degree","Yes","No","Yes","Idealist","No","Yes","Standard hours"
332,"Republican","$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","","","",""
334,"Republican","over $150,000","Male","Domestic Partners (no kids)","Master's Degree","No","","Yes","Idealist","No","No","Standard hours"
335,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","Yes","Odd hours"
336,"Democrat","under $25,000","Female","Single (no kids)","Current K-12","Yes","","","","No","",""
337,"Republican","over $150,000","Male","Married (w/kids)","","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
338,"Republican","under $25,000","Male","Single (no kids)","Current K-12","","","","","","Yes","Standard hours"
339,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","","","Yes","Idealist","No","",""
341,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
347,"Republican","under $25,000","Female","Single (no kids)","Current K-12","","No","","","No","",""
348,"Republican","$100,001 - $150,000","Male","Single (w/kids)","Bachelor's Degree","No","No","No","Idealist","Yes","Yes","Odd hours"
349,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","No","",""
350,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Bachelor's Degree","No","","","","No","",""
351,"Democrat","","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","No","Yes","Standard hours"
353,"Republican","","Male","","High School Diploma","No","No","Yes","Idealist","No","","Standard hours"
355,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
356,"Republican","under $25,000","Female","Single (no kids)","High School Diploma","Yes","","No","","","",""
358,"Republican","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
359,"Republican","under $25,000","Male","Married (w/kids)","Associate's Degree","No","","No","","Yes","","Odd hours"
360,"Republican","","Male","Single (w/kids)","High School Diploma","","","","","","No","Odd hours"
361,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
362,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Associate's Degree","Yes","No","Yes","Idealist","No","Yes","Standard hours"
363,"Democrat","over $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
364,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Idealist","Yes","Yes","Standard hours"
365,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","","","","","","","Standard hours"
367,"Democrat","$50,000 - $74,999","Female","Single (w/kids)","Current K-12","Yes","No","","","","No","Standard hours"
368,"Democrat","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","No","Yes","Idealist","","",""
370,"Republican","","Male","Single (no kids)","High School Diploma","No","No","Yes","Pragmatist","No","Yes","Standard hours"
371,"Democrat","under $25,000","Female","Single (no kids)","Current K-12","Yes","","","Idealist","Yes","",""
372,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","Yes","Standard hours"
373,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","","Idealist","No","Yes","Standard hours"
374,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Current Undergraduate","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
375,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","Yes","No","No","Pragmatist","Yes","Yes","Odd hours"
376,"Democrat","$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","","","","","",""
377,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","No","Yes","Yes","Pragmatist","No","",""
378,"Republican","over $150,000","Male","Married (no kids)","High School Diploma","No","No","Yes","Pragmatist","No","Yes","Standard hours"
379,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
381,"Republican","over $150,000","Female","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
382,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
383,"Republican","$100,001 - $150,000","Female","Single (no kids)","Bachelor's Degree","No","","Yes","","Yes","","Standard hours"
384,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
385,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","Yes","Standard hours"
386,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Pragmatist","No","Yes","Standard hours"
387,"Democrat","over $150,000","Male","Married (w/kids)","","No","No","No","Idealist","No","No","Standard hours"
388,"Republican","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","No","No","Standard hours"
390,"Democrat","$100,001 - $150,000","Male","Married (no kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
392,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","No","Yes","Odd hours"
393,"Republican","$25,001 - $50,000","Male","Married (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
395,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
397,"Republican","$75,000 - $100,000","Female","Single (no kids)","Current Undergraduate","","No","No","","Yes","Yes","Odd hours"
398,"Democrat","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Idealist","No","Yes","Standard hours"
399,"Republican","$100,001 - $150,000","Male","","","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
400,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","","No","Standard hours"
401,"Democrat","","Female","Single (no kids)","Master's Degree","Yes","No","No","Idealist","No","Yes","Standard hours"
402,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","No","","No","","","",""
403,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Odd hours"
405,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Master's Degree","No","","","","No","",""
406,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","Yes","Idealist","Yes","Yes","Standard hours"
408,"Republican","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","No","Yes","Yes","Idealist","Yes","Yes","Odd hours"
409,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","High School Diploma","Yes","Yes","Yes","Idealist","Yes","Yes","Odd hours"
410,"Democrat","over $150,000","Male","Married (w/kids)","Master's Degree","No","Yes","No","Idealist","Yes","Yes","Odd hours"
411,"Democrat","","Male","","Current K-12","","","Yes","","No","",""
412,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","Yes","Odd hours"
413,"Republican","under $25,000","Male","Single (no kids)","Associate's Degree","Yes","","Yes","","Yes","Yes",""
414,"Democrat","under $25,000","Female","Married (w/kids)","Associate's Degree","Yes","No","No","Idealist","No","Yes","Odd hours"
415,"Republican","over $150,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Odd hours"
416,"Republican","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
417,"Republican","$75,000 - $100,000","Female","Married (w/kids)","","No","","","","","",""
419,"Republican","$50,000 - $74,999","Female","Married (no kids)","High School Diploma","","Yes","Yes","","","No",""
420,"Republican","$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","No","No","No","Idealist","No","Yes","Odd hours"
421,"Republican","","Female","Single (no kids)","Current K-12","No","","No","","","","Odd hours"
423,"Democrat","","Male","","Current K-12","No","No","No","Idealist","Yes","Yes","Standard hours"
424,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","","Yes","Standard hours"
425,"Democrat","over $150,000","Male","Married (w/kids)","","","","No","","Yes","Yes",""
427,"Democrat","over $150,000","Male","Married (w/kids)","Doctoral Degree","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
430,"Democrat","$75,000 - $100,000","Female","Married (no kids)","Master's Degree","No","No","No","Pragmatist","Yes","Yes","Standard hours"
431,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
432,"Republican","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","No","Yes","No","Pragmatist","No","Yes","Standard hours"
433,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Associate's Degree","No","Yes","No","Pragmatist","No","No","Standard hours"
434,"Democrat","$100,001 - $150,000","Male","Single (w/kids)","Master's Degree","Yes","Yes","Yes","Pragmatist","Yes","No","Odd hours"
435,"Democrat","","Male","Single (no kids)","Current K-12","No","No","No","Idealist","Yes","No","Standard hours"
436,"Republican","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Idealist","Yes","Yes","Standard hours"
437,"Republican","over $150,000","Male","Married (no kids)","High School Diploma","No","","Yes","Pragmatist","No","No","Odd hours"
439,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Idealist","No","No","Standard hours"
440,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","","Yes","Standard hours"
441,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Current K-12","No","Yes","","Pragmatist","No","",""
442,"Democrat","$50,000 - $74,999","Female","Single (w/kids)","Current K-12","","No","","","","Yes","Standard hours"
443,"Republican","$50,000 - $74,999","Male","Married (no kids)","High School Diploma","No","No","No","Idealist","No","Yes","Odd hours"
444,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","Yes","No","Idealist","No","Yes","Standard hours"
445,"Republican","over $150,000","Female","Single (no kids)","Current K-12","Yes","Yes","No","","Yes","",""
446,"Democrat","$75,000 - $100,000","Male","Domestic Partners (w/kids)","Current Undergraduate","Yes","Yes","Yes","Idealist","No","Yes","Standard hours"
447,"Democrat","","Male","Married (w/kids)","","No","No","No","Pragmatist","No","No","Standard hours"
448,"Democrat","over $150,000","Male","Married (no kids)","Doctoral Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
449,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","No","","","Yes","",""
450,"Republican","$25,001 - $50,000","Male","Single (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","Yes","Yes","Odd hours"
451,"Republican","$75,000 - $100,000","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","Yes","Standard hours"
453,"Republican","under $25,000","Male","Single (no kids)","High School Diploma","","No","","","Yes","","Odd hours"
454,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","Yes","Standard hours"
